f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.005509 10000 1932 2000.000000
1+1E-0.187942 1+1E-5 0.005615 10000 1985 2000.000000
1+1E-0.546643 1+1E-5 0.005893 10000 1977 2000.000000
1+1E-0.875664 1+1E-5 0.005991 10000 1970 2000.000000
1+1E-1.190478 1+1E-5 0.005961 10000 1917 2000.000000
1+1E-1.498346 1+1E-5 0.006039 10000 1955 2000.000000
1+1E-1.802783 1+1E-5 0.005999 10000 1929 2000.000000
1+1E-2.105512 1+1E-5 0.005968 10000 1929 2000.000000
1+1E-2.407391 1+1E-5 0.005812 10000 1932 2000.000000
1+1E-2.708846 1+1E-5 0.005764 10000 1694 2000.000000
1+1E-3.010088 1+1E-5 0.005722 10000 1732 2000.000000
1+1E-3.311224 1+1E-5 0.005736 10000 1640 2000.000000
1+1E-3.612307 1+1E-5 0.012209 20000 3671 4000.000000
1+1E-3.913363 1+1E-5 0.005893 10000 1849 2000.000000
1+1E-4.214407 1+1E-5 0.006011 10000 1643 2000.000000
1+1E-4.515443 1+1E-5 0.006225 10000 1786 2000.000000
1+1E-4.816477 1+1E-5 0.006369 10000 1754 2000.000000
0.10689
