f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.005403 10000 1958 2000.000000
1+1E-0.187942 1+1E-3 0.005656 10000 1987 2000.000000
1+1E-0.546643 1+1E-3 0.005856 10000 1976 2000.000000
1+1E-0.875664 1+1E-3 0.005769 10000 1977 2000.000000
1+1E-1.190478 1+1E-3 0.006003 10000 1963 2000.000000
1+1E-1.498346 1+1E-3 0.005840 10000 1946 2000.000000
1+1E-1.802783 1+1E-3 0.005853 10000 1961 2000.000000
1+1E-2.105512 1+1E-3 0.005885 10000 1874 2000.000000
1+1E-2.407391 1+1E-3 0.005767 10000 1857 2000.000000
1+1E-2.708846 1+1E-3 0.011574 20000 3726 4000.000000
0.06372
